GCT	97	26.85	23.06	23.15	26.94
GCT	98	26.97	23.13	22.88	27.02
GCT	99	27.14	22.94	22.94	26.98
GCT	100	26.84	23.02	23.14	26.99
GCT	101	26.97	23.14	22.84	27.06
GCT	102	27.15	22.93	22.92	27.00
GCT	103	26.84	23.05	23.13	26.98
GCT	104	26.96	23.11	22.87	27.06
GCT	105	27.14	22.90	22.98	26.99
GCT	106	26.83	23.05	23.17	26.94
GCT	107	26.96	23.14	22.86	27.04
GCT	108	27.13	22.94	22.96	26.97
GCT	109	26.84	23.07	23.14	26.95
GCT	110	26.95	23.14	22.87	27.04
GCT	111	27.11	22.97	22.94	26.98
GCT	112	26.82	23.08	23.14	26.96
GCT	113	26.94	23.12	22.89	27.05
GCT	114	27.09	22.96	22.94	27.01
GCT	115	26.82	23.05	23.17	26.96
GCT	116	26.95	23.13	22.87	27.04
GCT	117	27.09	22.98	22.95	26.97
GCT	118	26.82	23.05	23.16	26.97
GCT	119	26.95	23.15	22.86	27.03
GCT	120	27.09	22.99	22.94	26.97
GCT	121	26.82	23.08	23.15	26.94
GCT	122	26.91	23.19	22.87	27.04
GCT	123	27.08	22.99	22.97	26.96
GCT	124	26.80	23.08	23.15	26.97
GCT	125	26.91	23.16	22.87	27.05
GCT	126	27.08	22.96	22.96	26.99
GCT	127	26.78	23.09	23.16	26.98
GCT	128	26.92	23.18	22.86	27.05
GCT	129	27.05	23.01	22.97	26.97
GCT	130	26.81	23.10	23.14	26.95
GCT	131	26.90	23.18	22.90	27.01
GCT	132	27.06	23.01	22.97	26.95
GCT	133	26.80	23.12	23.15	26.94
GCT	134	26.90	23.23	22.86	27.01
GCT	135	27.04	23.00	22.96	27.00
GCT	136	26.78	23.12	23.17	26.92
GCT	137	26.87	23.20	22.87	27.07
GCT	138	27.04	23.05	22.94	26.97
GCT	139	26.77	23.14	23.13	26.96
GCT	140	26.87	23.22	22.88	27.04
GCT	141	27.02	23.06	22.98	26.94
GCT	142	26.72	23.19	23.19	26.90
GCT	143	26.85	23.28	22.88	26.99
GCT	144	27.00	23.10	23.00	26.90
GCT	145	26.73	23.23	23.16	26.88
GCT	146	26.85	23.28	22.92	26.96
GCT	147	26.97	23.12	23.00	26.91
GCT	148	26.70	23.24	23.17	26.90
GCT	149	26.81	23.29	22.92	26.98
GCT	150	26.83	23.19	22.93	27.05
# ACGT content per cycle for first fragments. Use `grep ^FBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
FBC	1	21.66	23.76	42.42	12.16	1.00	0.00
FBC	2	20.64	23.17	15.88	40.31	0.00	0.00
FBC	3	28.02	22.91	19.23	29.83	0.00	0.00
FBC	4	19.16	27.79	14.40	38.65	0.00	0.00
FBC	5	29.99	18.82	14.10	37.09	0.00	0.00
FBC	6	34.24	16.27	27.74	21.75	0.00	0.00
FBC	7	29.35	20.01	25.17	25.47	0.00	0.00
FBC	8	35.35	19.74	23.21	21.71	0.00	0.00
FBC	9	19.50	34.84	22.75	22.91	0.00	0.00
FBC	10	26.33	25.36	17.95	30.36	0.00	0.00
FBC	11	24.08	18.49	32.34	25.09	0.00	0.00
FBC	12	24.29	23.20	21.77	30.74	0.00	0.00
FBC	13	22.49	24.12	26.38	27.01	0.00	0.00
FBC	14	21.42	30.10	21.70	26.78	0.00	0.00
FBC	15	28.07	24.17	24.44	23.32	0.00	0.00
FBC	16	28.07	22.65	24.09	25.19	0.00	0.00
FBC	17	28.10	22.46	22.20	27.23	0.00	0.00
FBC	18	28.16	22.20	22.43	27.21	0.00	0.00
FBC	19	27.56	22.44	23.08	26.92	0.00	0.00
FBC	20	27.36	22.87	22.81	26.96	0.00	0.00
FBC	21	27.28	22.83	22.85	27.04	0.00	0.00
FBC	22	26.81	22.98	23.14	27.08	0.00	0.00
FBC	23	26.96	23.08	22.83	27.13	0.00	0.00
FBC	24	27.15	22.79	22.96	27.10	0.00	0.00
FBC	25	26.74	22.93	23.27	27.07	0.00	0.00
FBC	26	26.90	23.06	22.92	27.12	0.00	0.00
FBC	27	27.21	22.84	23.05	26.90	0.00	0.00
FBC	28	26.97	23.02	23.25	26.76	0.00	0.00
FBC	29	27.12	23.07	22.92	26.88	0.00	0.00
FBC	30	27.30	22.87	23.00	26.84	0.00	0.00
FBC	31	26.96	23.05	23.20	26.79	0.00	0.00
FBC	32	27.12	23.06	22.84	26.98	0.00	0.00
FBC	33	27.29	22.82	22.87	27.02	0.00	0.00
FBC	34	26.85	22.91	23.14	27.10	0.00	0.00
FBC	35	26.96	23.06	22.85	27.13	0.00	0.00
FBC	36	27.18	22.79	22.97	27.07	0.00	0.00
FBC	37	26.82	22.96	23.22	27.01	0.00	0.00
FBC	38	26.97	23.05	22.92	27.06	0.00	0.00
FBC	39	27.16	22.85	23.01	26.98	0.00	0.00
FBC	40	26.90	22.99	23.24	26.87	0.00	0.00
FBC	41	27.04	23.10	22.87	26.99	0.00	0.00
FBC	42	27.26	22.89	22.93	26.92	0.00	0.00
FBC	43	26.88	22.98	23.19	26.95	0.00	0.00
FBC	44	27.04	23.08	22.86	27.02	0.00	0.00
FBC	45	27.22	22.80	22.93	27.05	0.00	0.00
FBC	46	26.84	22.95	23.16	27.05	0.00	0.00
FBC	47	27.01	23.03	22.83	27.12	0.00	0.00
FBC	48	27.22	22.81	22.96	27.00	0.00	0.00
FBC	49	26.87	22.96	23.21	26.96	0.00	0.00
FBC	50	27.01	23.05	22.89	27.05	0.00	0.00
FBC	51	27.17	22.93	22.94	26.95	0.00	0.00
FBC	52	26.87	23.05	23.16	26.92	0.00	0.00
FBC	53	27.02	23.12	22.87	26.99	0.00	0.00
FBC	54	27.21	22.91	22.93	26.95	0.00	0.00
FBC	55	26.91	22.96	23.13	26.99	0.00	0.00
FBC	56	27.02	23.07	22.87	27.05	0.00	0.00
FBC	57	27.21	22.88	22.91	27.00	0.00	0.00
FBC	58	26.86	22.98	23.15	27.01	0.00	0.00
FBC	59	27.00	23.01	22.89	27.10	0.00	0.00
FBC	60	27.18	22.82	23.00	27.00	0.00	0.00
FBC	61	26.86	23.01	23.20	26.94	0.00	0.00
FBC	62	27.00	23.08	22.90	27.02	0.00	0.00
FBC	63	27.17	22.91	22.97	26.95	0.00	0.00
FBC	64	26.88	23.02	23.17	26.92	0.00	0.00
FBC	65	27.00	23.10	22.86	27.04	0.00	0.00
FBC	66	27.19	22.88	22.93	27.00	0.00	0.00
FBC	67	26.89	22.97	23.16	26.98	0.00	0.00
FBC	68	27.03	23.07	22.83	27.07	0.00	0.00
FBC	69	27.16	22.88	22.94	27.03	0.00	0.00
FBC	70	26.89	22.96	23.19	26.96	0.00	0.00
FBC	71	26.99	23.04	22.89	27.08	0.00	0.00
FBC	72	27.16	22.88	22.97	26.98	0.00	0.00
FBC	73	26.85	23.02	23.18	26.95	0.00	0.00
FBC	74	26.97	23.11	22.89	27.03	0.00	0.00
FBC	75	27.20	22.90	22.95	26.94	0.00	0.00
FBC	76	26.85	23.02	23.15	26.98	0.00	0.00
FBC	77	27.00	23.09	22.88	27.03	0.00	0.00
FBC	78	27.23	22.89	22.91	26.97	0.00	0.00
FBC	79	26.88	22.96	23.19	26.97	0.00	0.00
FBC	80	27.04	23.06	22.87	27.03	0.00	0.00
FBC	81	27.17	22.87	22.92	27.05	0.00	0.00
FBC	82	26.83	22.96	23.20	27.00	0.00	0.00
FBC	83	26.97	23.07	22.86	27.09	0.00	0.00
FBC	84	27.16	22.88	22.98	26.99	0.00	0.00
FBC	85	26.86	23.02	23.18	26.95	0.00	0.00
FBC	86	27.00	23.08	22.89	27.03	0.00	0.00
FBC	87	27.17	22.90	22.94	26.98	0.00	0.00
FBC	88	26.86	22.99	23.18	26.97	0.00	0.00
FBC	89	26.99	23.09	22.88	27.04	0.00	0.00
FBC	90	27.19	22.83	22.97	27.00	0.00	0.00
FBC	91	26.85	23.01	23.17	26.98	0.00	0.00
FBC	92	26.96	23.05	22.89	27.11	0.00	0.00
FBC	93	27.13	22.87	22.99	27.01	0.00	0.00
FBC	94	26.84	23.01	23.18	26.97	0.00	0.00
FBC	95	26.99	23.05	22.90	27.06	0.00	0.00
FBC	96	27.11	22.94	22.98	26.97	0.00	0.00
FBC	97	26.88	23.02	23.16	26.93	0.00	0.00
FBC	98	26.99	23.10	22.90	27.01	0.00	0.00
FBC	99	27.15	22.91	22.94	26.99	0.00	0.00
FBC	100	26.87	22.99	23.15	26.99	0.00	0.00
FBC	101	26.98	23.11	22.85	27.06	0.00	0.00
FBC	102	27.17	22.89	22.93	27.01	0.00	0.00
FBC	103	26.86	23.00	23.15	26.99	0.00	0.00
FBC	104	26.99	23.07	22.88	27.06	0.00	0.00
FBC	105	27.17	22.86	22.97	27.00	0.00	0.00
FBC	106	26.87	23.00	23.19	26.94	0.00	0.00
FBC	107	26.98	23.10	22.87	27.05	0.00	0.00
FBC	108	27.14	22.90	22.97	26.99	0.00	0.00
FBC	109	26.86	23.03	23.16	26.95	0.00	0.00
FBC	110	26.99	23.09	22.88	27.04	0.00	0.00
FBC	111	27.14	22.92	22.95	26.99	0.00	0.00
FBC	112	26.85	23.04	23.15	26.96	0.00	0.00
FBC	113	26.98	23.06	22.91	27.05	0.00	0.00
FBC	114	27.10	22.92	22.95	27.03	0.00	0.00
FBC	115	26.84	23.01	23.19	26.97	0.00	0.00
FBC	116	26.98	23.08	22.89	27.05	0.00	0.00
FBC	117	27.12	22.93	22.96	26.99	0.00	0.00
FBC	118	26.86	23.00	23.18	26.96	0.00	0.00
FBC	119	26.99	23.09	22.88	27.04	0.00	0.00
FBC	120	27.13	22.94	22.95	26.98	0.00	0.00
FBC	121	26.85	23.02	23.17	26.96	0.00	0.00
FBC	122	26.95	23.11	22.89	27.05	0.00	0.00
FBC	123	27.11	22.93	22.97	27.00	0.00	0.00
FBC	124	26.84	23.01	23.17	26.98	0.00	0.00
FBC	125	26.96	23.09	22.88	27.07	0.00	0.00
FBC	126	27.13	22.89	22.97	27.01	0.00	0.00
FBC	127	26.80	23.04	23.18	26.99	0.00	0.00
FBC	128	26.96	23.10	22.89	27.05	0.00	0.00
FBC	129	27.09	22.93	22.99	26.99	0.00	0.00
FBC	130	26.86	23.02	23.15	26.97	0.00	0.00
FBC	131	26.95	23.10	22.93	27.02	0.00	0.00
FBC	132	27.11	22.91	23.01	26.97	0.00	0.00
FBC	133	26.86	23.03	23.15	26.97	0.00	0.00
FBC	134	26.95	23.13	22.88	27.04	0.00	0.00
FBC	135	27.09	22.89	22.98	27.04	0.00	0.00
FBC	136	26.84	23.03	23.18	26.95	0.00	0.00
FBC	137	26.93	23.09	22.89	27.09	0.00	0.00
FBC	138	27.11	22.91	22.96	27.02	0.00	0.00
FBC	139	26.85	23.02	23.16	26.98	0.00	0.00
FBC	140	26.94	23.10	22.89	27.08	0.00	0.00
FBC	141	27.10	22.94	22.98	26.98	0.00	0.00
FBC	142	26.79	23.05	23.23	26.94	0.00	0.00
FBC	143	26.91	23.16	22.91	27.02	0.00	0.00
FBC	144	27.07	22.98	23.00	26.96	0.00	0.00
FBC	145	26.80	23.10	23.17	26.92	0.00	0.00
FBC	146	26.93	23.12	22.94	27.01	0.00	0.00
FBC	147	27.07	22.96	23.00	26.96	0.00	0.00
FBC	148	26.79	23.08	23.18	26.95	0.00	0.00
FBC	149	26.91	23.13	22.92	27.05	0.00	0.00
FBC	150	26.99	22.99	22.98	27.04	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	879387980	752947732	753091997	884378955	225182
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
LBC	1	21.71	23.84	42.22	12.24	1.08	0.00
LBC	2	20.58	23.16	15.80	40.46	0.00	0.00
LBC	3	28.00	22.87	19.27	29.85	0.00	0.00
LBC	4	19.14	27.85	14.37	38.65	0.00	0.00
LBC	5	30.01	18.80	14.11	37.08	0.00	0.00
LBC	6	34.25	16.27	27.75	21.74	0.00	0.00
LBC	7	29.35	19.98	25.09	25.57	0.00	0.00
LBC	8	35.35	19.70	23.13	21.82	0.00	0.00
LBC	9	19.50	34.77	22.72	23.01	0.00	0.00
LBC	10	26.32	25.29	17.91	30.48	0.00	0.00
LBC	11	24.07	18.48	32.26	25.19	0.00	0.00
LBC	12	24.27	23.15	21.75	30.83	0.00	0.00
LBC	13	22.50	24.07	26.32	27.12	0.00	0.00
LBC	14	21.41	30.03	21.67	26.88	0.00	0.00
LBC	15	28.04	24.14	24.42	23.40	0.00	0.00
LBC	16	28.02	22.64	24.05	25.30	0.00	0.00
LBC	17	28.05	22.45	22.18	27.32	0.00	0.00
LBC	18	28.11	22.18	22.41	27.30	0.00	0.00
LBC	19	27.52	22.42	23.07	26.99	0.00	0.00
LBC	20	27.31	22.85	22.81	27.03	0.00	0.00
LBC	21	27.23	22.85	22.74	27.17	0.00	0.00
LBC	22	26.85	22.92	23.08	27.15	0.00	0.00
LBC	23	26.95	23.04	22.77	27.24	0.00	0.00
LBC	24	27.14	22.78	22.93	27.15	0.00	0.00
LBC	25	26.71	22.93	23.21	27.14	0.00	0.00
LBC	26	26.87	23.06	22.88	27.18	0.00	0.00
LBC	27	27.18	22.83	23.03	26.96	0.00	0.00
LBC	28	26.96	22.99	23.17	26.88	0.00	0.00
LBC	29	27.08	23.08	22.89	26.94	0.00	0.00
LBC	30	27.31	22.86	22.93	26.90	0.00	0.00
LBC	31	26.99	22.98	23.10	26.93	0.00	0.00
LBC	32	27.12	23.02	22.79	27.07	0.00	0.00
LBC	33	27.28	22.79	22.88	27.05	0.00	0.00
LBC	34	26.86	22.93	23.08	27.13	0.00	0.00
LBC	35	26.97	23.04	22.82	27.17	0.00	0.00
LBC	36	27.15	22.81	22.96	27.09	0.00	0.00
LBC	37	26.83	22.95	23.18	27.04	0.00	0.00
LBC	38	26.96	23.05	22.90	27.09	0.00	0.00
LBC	39	27.15	22.88	22.97	27.00	0.00	0.00
LBC	40	26.91	22.97	23.21	26.91	0.00	0.00
LBC	41	27.01	23.13	22.84	27.03	0.00	0.00
LBC	42	27.22	22.91	22.92	26.95	0.00	0.00
LBC	43	26.90	22.97	23.14	26.99	0.00	0.00
LBC	44	27.00	23.09	22.83	27.08	0.00	0.00
LBC	45	27.21	22.83	22.91	27.05	0.00	0.00
LBC	46	26.84	22.94	23.13	27.09	0.00	0.00
LBC	47	26.97	23.04	22.84	27.15	0.00	0.00
LBC	48	27.18	22.82	22.96	27.04	0.00	0.00
LBC	49	26.85	22.97	23.18	27.00	0.00	0.00
LBC	50	26.99	23.06	22.86	27.08	0.00	0.00
LBC	51	27.17	22.91	22.96	26.96	0.00	0.00
LBC	52	26.86	23.05	23.14	26.95	0.00	0.00
LBC	53	27.00	23.12	22.83	27.05	0.00	0.00
LBC	54	27.17	22.94	22.93	26.97	0.00	0.00
LBC	55	26.90	22.99	23.10	27.01	0.00	0.00
LBC	56	27.00	23.12	22.82	27.06	0.00	0.00
LBC	57	27.22	22.89	22.90	26.99	0.00	0.00
LBC	58	26.84	22.97	23.14	27.05	0.00	0.00
LBC	59	26.97	23.07	22.86	27.09	0.00	0.00
LBC	60	27.17	22.81	22.99	27.03	0.00	0.00
LBC	61	26.85	23.02	23.17	26.97	0.00	0.00
LBC	62	26.97	23.11	22.85	27.07	0.00	0.00
LBC	63	27.13	22.94	22.95	26.97	0.00	0.00
LBC	64	26.88	23.04	23.14	26.94	0.00	0.00
LBC	65	26.99	23.15	22.82	27.05	0.00	0.00
LBC	66	27.16	22.89	22.95	27.00	0.00	0.00
LBC	67	26.86	23.01	23.13	27.00	0.00	0.00
LBC	68	27.00	23.11	22.82	27.06	0.00	0.00
LBC	69	27.14	22.91	22.94	27.01	0.00	0.00
LBC	70	26.86	22.99	23.17	26.98	0.00	0.00
LBC	71	26.94	23.08	22.89	27.09	0.00	0.00
LBC	72	27.15	22.90	22.99	26.95	0.00	0.00
LBC	73	26.83	23.04	23.15	26.98	0.00	0.00
LBC	74	26.93	23.18	22.88	27.02	0.00	0.00
LBC	75	27.15	22.96	22.94	26.96	0.00	0.00
LBC	76	26.81	23.07	23.14	26.99	0.00	0.00
LBC	77	26.99	23.11	22.86	27.03	0.00	0.00
LBC	78	27.18	22.94	22.92	26.95	0.00	0.00
LBC	79	26.87	22.99	23.15	26.99	0.00	0.00
LBC	80	27.01	23.10	22.85	27.03	0.00	0.00
LBC	81	27.17	22.90	22.94	27.00	0.00	0.00
LBC	82	26.83	23.01	23.17	27.00	0.00	0.00
LBC	83	26.96	23.12	22.87	27.06	0.00	0.00
LBC	84	27.13	22.92	22.98	26.96	0.00	0.00
LBC	85	26.87	23.04	23.16	26.93	0.00	0.00
LBC	86	26.95	23.15	22.85	27.04	0.00	0.00
LBC	87	27.14	22.95	22.96	26.95	0.00	0.00
LBC	88	26.84	23.04	23.15	26.96	0.00	0.00
LBC	89	26.98	23.12	22.87	27.04	0.00	0.00
LBC	90	27.15	22.91	22.94	27.00	0.00	0.00
LBC	91	26.85	23.06	23.14	26.95	0.00	0.00
LBC	92	26.98	23.10	22.83	27.08	0.00	0.00
LBC	93	27.11	22.92	22.97	27.00	0.00	0.00
LBC	94	26.82	23.06	23.15	26.96	0.00	0.00
LBC	95	26.94	23.12	22.86	27.08	0.00	0.00
LBC	96	27.08	22.98	22.96	26.99	0.00	0.00
LBC	97	26.82	23.09	23.14	26.95	0.00	0.00
LBC	98	26.94	23.17	22.85	27.03	0.00	0.00
LBC	99	27.12	22.97	22.94	26.96	0.00	0.00
LBC	100	26.82	23.06	23.14	26.98	0.00	0.00
LBC	101	26.95	23.17	22.83	27.05	0.00	0.00
LBC	102	27.14	22.96	22.91	27.00	0.00	0.00
LBC	103	26.82	23.10	23.11	26.97	0.00	0.00
LBC	104	26.93	23.15	22.86	27.05	0.00	0.00
LBC	105	27.11	22.93	22.98	26.98	0.00	0.00
LBC	106	26.80	23.10	23.15	26.95	0.00	0.00
LBC	107	26.95	23.19	22.84	27.03	0.00	0.00
LBC	108	27.12	22.99	22.95	26.95	0.00	0.00
LBC	109	26.82	23.12	23.11	26.94	0.00	0.00
LBC	110	26.91	23.20	22.86	27.03	0.00	0.00
LBC	111	27.09	23.01	22.94	26.96	0.00	0.00
LBC	112	26.80	23.12	23.12	26.96	0.00	0.00
LBC	113	26.90	23.19	22.86	27.05	0.00	0.00
LBC	114	27.07	23.01	22.93	26.99	0.00	0.00
LBC	115	26.80	23.10	23.15	26.94	0.00	0.00
LBC	116	26.92	23.18	22.86	27.03	0.00	0.00
LBC	117	27.06	23.03	22.95	26.96	0.00	0.00
LBC	118	26.78	23.11	23.13	26.98	0.00	0.00
LBC	119	26.91	23.21	22.85	27.02	0.00	0.00
LBC	120	27.05	23.05	22.94	26.97	0.00	0.00
LBC	121	26.80	23.15	23.14	26.91	0.00	0.00
LBC	122	26.86	23.26	22.85	27.03	0.00	0.00
LBC	123	27.05	23.06	22.97	26.92	0.00	0.00
LBC	124	26.75	23.16	23.14	26.95	0.00	0.00
LBC	125	26.86	23.23	22.86	27.04	0.00	0.00
LBC	126	27.03	23.04	22.95	26.98	0.00	0.00
LBC	127	26.75	23.14	23.14	26.97	0.00	0.00
LBC	128	26.87	23.26	22.83	27.04	0.00	0.00
LBC	129	27.00	23.09	22.96	26.95	0.00	0.00
LBC	130	26.77	23.18	23.12	26.93	0.00	0.00
LBC	131	26.85	23.26	22.88	27.01	0.00	0.00
LBC	132	27.02	23.11	22.93	26.93	0.00	0.00
LBC	133	26.74	23.20	23.15	26.91	0.00	0.00
LBC	134	26.84	23.33	22.84	26.98	0.00	0.00
LBC	135	27.00	23.11	22.93	26.95	0.00	0.00
LBC	136	26.72	23.22	23.17	26.89	0.00	0.00
LBC	137	26.80	23.32	22.85	27.04	0.00	0.00
LBC	138	26.96	23.18	22.93	26.92	0.00	0.00
LBC	139	26.70	23.26	23.10	26.94	0.00	0.00
LBC	140	26.80	23.34	22.87	26.99	0.00	0.00
LBC	141	26.95	23.18	22.98	26.89	0.00	0.00
LBC	142	26.66	23.33	23.15	26.86	0.00	0.00
LBC	143	26.80	23.40	22.84	26.96	0.00	0.00
LBC	144	26.92	23.23	23.00	26.85	0.00	0.00
LBC	145	26.65	23.35	23.15	26.85	0.00	0.00
LBC	146	26.76	23.43	22.90	26.91	0.00	0.00
LBC	147	26.87	23.29	22.99	26.85	0.01	0.00
LBC	148	26.61	23.40	23.15	26.85	0.00	0.00
LBC	149	26.70	23.45	22.93	26.92	0.00	0.00
LBC	150	26.66	23.39	22.89	27.06	0.00	0.00
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	877875644	755017557	752102272	884603614	240757
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
IS	0	2	0	1	1
IS	1	0	0	0	0
IS	2	0	0	0	0
IS	3	0	0	0	0
IS	4	0	0	0	0
IS	5	0	0	0	0
IS	6	0	0	0	0
IS	7	0	0	0	0
IS	8	0	0	0	0
IS	9	0	0	0	0
IS	10	0	0	0	0
IS	11	0	0	0	0
IS	12	0	0	0	0
IS	13	0	0	0	0
IS	14	0	0	0	0
IS	15	0	0	0	0
IS	16	0	0	0	0
IS	17	0	0	0	0
IS	18	0	0	0	0
IS	19	0	0	0	0
IS	20	0	0	0	0
IS	21	0	0	0	0
IS	22	0	0	0	0
IS	23	0	0	0	0
IS	24	0	0	0	0
IS	25	0	0	0	0
IS	26	0	0	0	0
IS	27	0	0	0	0
IS	28	0	0	0	0
IS	29	0	0	0	0
IS	30	0	0	0	0
IS	31	0	0	0	0
IS	32	0	0	0	0
IS	33	0	0	0	0
IS	34	0	0	0	0
IS	35	0	0	0	0
IS	36	0	0	0	0
IS	37	0	0	0	0
IS	38	0	0	0	0
IS	39	0	0	0	0
IS	40	0	0	0	0
IS	41	0	0	0	0
IS	42	0	0	0	0
IS	43	0	0	0	0
IS	44	0	0	0	0
IS	45	0	0	0	0
IS	46	0	0	0	0
IS	47	0	0	0	0
IS	48	0	0	0	0
IS	49	0	0	0	0
IS	50	0	0	0	0
IS	51	0	0	0	0
IS	52	0	0	0	0
IS	53	0	0	0	0
IS	54	0	0	0	0
IS	55	0	0	0	0
IS	56	0	0	0	0
IS	57	0	0	0	0
IS	58	0	0	0	0
IS	59	0	0	0	0
IS	60	0	0	0	0
IS	61	1	1	0	0
IS	62	0	0	0	0
IS	63	0	0	0	0
IS	64	0	0	0	0
IS	65	2	1	1	0
IS	66	0	0	0	0
IS	67	1	0	1	0
IS	68	0	0	0	0
IS	69	0	0	0	0
IS	70	0	0	0	0
IS	71	0	0	0	0
IS	72	1	1	0	0
IS	73	0	0	0	0
IS	74	0	0	0	0
IS	75	1	0	1	0
IS	76	0	0	0	0
IS	77	0	0	0	0
IS	78	0	0	0	0
IS	79	1	0	1	0
IS	80	0	0	0	0
IS	81	0	0	0	0
IS	82	0	0	0	0
IS	83	0	0	0	0
IS	84	0	0	0	0
IS	85	0	0	0	0
IS	86	0	0	0	0
IS	87	0	0	0	0
IS	88	0	0	0	0
IS	89	0	0	0	0
IS	90	0	0	0	0
IS	91	0	0	0	0
IS	92	0	0	0	0
IS	93	0	0	0	0
IS	94	0	0	0	0
IS	95	0	0	0	0
IS	96	0	0	0	0
IS	97	0	0	0	0
IS	98	0	0	0	0
IS	99	0	0	0	0
IS	100	0	0	0	0
IS	101	0	0	0	0
IS	102	0	0	0	0
IS	103	0	0	0	0
IS	104	0	0	0	0
IS	105	1	1	0	0
IS	106	0	0	0	0
IS	107	0	0	0	0
IS	108	0	0	0	0
IS	109	0	0	0	0
IS	110	0	0	0	0
IS	111	0	0	0	0
IS	112	0	0	0	0
IS	113	0	0	0	0
IS	114	1	0	1	0
IS	115	0	0	0	0
IS	116	0	0	0	0
IS	117	0	0	0	0
IS	118	0	0	0	0
IS	119	0	0	0	0
IS	120	0	0	0	0
IS	121	0	0	0	0
IS	122	0	0	0	0
IS	123	0	0	0	0
IS	124	0	0	0	0
IS	125	0	0	0	0
IS	126	0	0	0	0
IS	127	0	0	0	0
IS	128	0	0	0	0
IS	129	0	0	0	0
IS	130	0	0	0	0
IS	131	0	0	0	0
IS	132	2	1	1	0
IS	133	0	0	0	0
IS	134	0	0	0	0
IS	135	0	0	0	0
IS	136	0	0	0	0
IS	137	0	0	0	0
IS	138	0	0	0	0
IS	139	1	0	1	0
IS	140	0	0	0	0
IS	141	0	0	0	0
IS	142	1	1	0	0
IS	143	0	0	0	0
IS	144	0	0	0	0
IS	145	0	0	0	0
IS	146	0	0	0	0
IS	147	1	0	1	0
IS	148	0	0	0	0
IS	149	0	0	0	0
IS	150	0	0	0	0
IS	151	0	0	0	0
IS	152	0	0	0	0
IS	153	2	2	0	0
IS	154	0	0	0	0
IS	155	0	0	0	0
IS	156	0	0	0	0
IS	157	0	0	0	0
IS	158	0	0	0	0
IS	159	0	0	0	0
IS	160	1	1	0	0
IS	161	0	0	0	0
IS	162	1	1	0	0
IS	163	1	1	0	0
IS	164	0	0	0	0
IS	165	0	0	0	0
IS	166	1	1	0	0
IS	167	1	1	0	0
IS	168	1	1	0	0
IS	169	0	0	0	0
IS	170	1	1	0	0
IS	171	1	1	0	0
IS	172	3	3	0	0
IS	173	0	0	0	0
IS	174	0	0	0	0
IS	175	3	3	0	0
IS	176	0	0	0	0
IS	177	2	2	0	0
IS	178	0	0	0	0
IS	179	3	3	0	0
IS	180	4	4	0	0
IS	181	0	0	0	0
IS	182	4	4	0	0
IS	183	15	15	0	0
IS	184	7	7	0	0
IS	185	17	17	0	0
IS	186	10	10	0	0
IS	187	13	13	0	0
IS	188	17	17	0	0
IS	189	18	18	0	0
IS	190	14	14	0	0
IS	191	21	21	0	0
IS	192	11	11	0	0
IS	193	22	22	0	0
IS	194	24	24	0	0
IS	195	28	28	0	0
IS	196	41	41	0	0
IS	197	25	25	0	0
IS	198	37	37	0	0
IS	199	22	22	0	0
IS	200	26	26	0	0
IS	201	21	21	0	0
IS	202	35	35	0	0
IS	203	36	36	0	0
IS	204	30	30	0	0
IS	205	30	30	0	0
IS	206	42	42	0	0
IS	207	38	38	0	0
IS	208	33	33	0	0
IS	209	21	21	0	0
IS	210	36	36	0	0
IS	211	22	22	0	0
IS	212	47	47	0	0
IS	213	40	40	0	0
IS	214	34	34	0	0
IS	215	40	40	0	0
IS	216	28	28	0	0
IS	217	25	25	0	0
IS	218	35	35	0	0
IS	219	25	25	0	0
IS	220	31	31	0	0
IS	221	35	35	0	0
IS	222	42	42	0	0
IS	223	34	34	0	0
IS	224	36	36	0	0
IS	225	40	40	0	0
IS	226	28	28	0	0
IS	227	29	29	0	0
IS	228	36	36	0	0
IS	229	33	33	0	0
IS	230	44	44	0	0
IS	231	33	33	0	0
IS	232	38	38	0	0
IS	233	32	32	0	0
IS	234	51	51	0	0
IS	235	42	42	0	0
IS	236	43	43	0	0
IS	237	38	38	0	0
IS	238	51	51	0	0
IS	239	34	34	0	0
IS	240	34	34	0	0
IS	241	44	44	0	0
IS	242	39	39	0	0
IS	243	30	30	0	0
IS	244	52	52	0	0
IS	245	34	34	0	0
IS	246	39	39	0	0
IS	247	42	42	0	0
IS	248	44	44	0	0
IS	249	39	39	0	0
IS	250	40	40	0	0
IS	251	33	33	0	0
IS	252	49	49	0	0
IS	253	35	35	0	0
IS	254	41	41	0	0
IS	255	33	33	0	0
IS	256	52	52	0	0
IS	257	39	39	0	0
IS	258	38	38	0	0
